postal_code;count;median_total_price;mean_total_price;median_price_per_m2;mean_price_per_m2;percent_luxurious;mun_name;province_num;province_name;region_num;region_name
1000;426;425000;613419;4054;4269;16;Brussel;10;Brussels;1;Brussels
1020;146;269500;344138;2881;2884;10;Brussel;10;Brussels;1;Brussels
1030;20;367000;541350;3220;3194;25;Schaarbeek;10;Brussels;1;Brussels
1040;22;425000;578772;4271;4484;27;Etterbeek;10;Brussels;1;Brussels
1040;22;425000;578772;4271;4484;27;Brussel;10;Brussels;1;Brussels
1050;74;675000;737513;4451;4487;27;Brussel;10;Brussels;1;Brussels
1050;74;675000;737513;4451;4487;27;Elsene;10;Brussels;1;Brussels
1060;13;315000;331384;4531;4647;0;Sint-Gillis;10;Brussels;1;Brussels
1070;22;299000;308268;2824;2848;0;Anderlecht;10;Brussels;1;Brussels
1080;24;257500;260125;2495;2594;0;Sint-Jans-Molenbeek;10;Brussels;1;Brussels
1081;9;249000;244444;2516;2656;0;Koekelberg;10;Brussels;1;Brussels
1082;6;327000;322666;3388;3272;0;Sint-Agatha-Berchem;10;Brussels;1;Brussels
1083;6;259500;290333;2742;2660;0;Ganshoren;10;Brussels;1;Brussels
1090;7;239000;291571;2975;2920;0;Jette;10;Brussels;1;Brussels
1120;60;332500;412439;2988;3035;15;Brussel;10;Brussels;1;Brussels
1130;10;500000;480700;2595;2610;10;Brussel;10;Brussels;1;Brussels
1140;11;275000;343000;3657;3624;0;Evere;10;Brussels;1;Brussels
1150;9;540000;620888;3878;3747;33;Sint-Pieters-Woluwe;10;Brussels;1;Brussels
1160;7;599000;506285;3571;4147;0;Oudergem;10;Brussels;1;Brussels
1170;2;925000;925000;4500;4500;50;Watermaal-Bosvoorde;10;Brussels;1;Brussels
1180;34;599000;703352;4464;4736;20;Ukkel;10;Brussels;1;Brussels
1190;13;260000;327223;3565;3561;7;Vorst;10;Brussels;1;Brussels
1200;26;485000;646980;4416;4961;23;Sint-Lambrechts-Woluwe;10;Brussels;1;Brussels
1210;4;310000;316000;3560;3401;0;Sint-Joost-ten-Node;10;Brussels;1;Brussels
1300;165;335000;384461;3075;3117;9;Waver;1;Walloon Brabant;2;Wallonia
1301;7;580000;624714;3829;3296;42;Waver;1;Walloon Brabant;2;Wallonia
1310;2;424500;424500;2989;2989;0;Terhulpen;1;Walloon Brabant;2;Wallonia
1320;2;412000;412000;2075;2075;50;Bevekom;1;Walloon Brabant;2;Wallonia
1325;1;895000;895000;4049;4049;100;Chaumont-Gistoux;1;Walloon Brabant;2;Wallonia
1330;2;905000;905000;3379;3379;50;Rixensart;1;Walloon Brabant;2;Wallonia
1332;1;179000;179000;2796;2796;0;Rixensart;1;Walloon Brabant;2;Wallonia
1341;1;395000;395000;3291;3291;0;Ottignies-Louvain-la-Neuve;1;Walloon Brabant;2;Wallonia
1342;1;850000;850000;2814;2814;100;Ottignies-Louvain-la-Neuve;1;Walloon Brabant;2;Wallonia
1348;1;450000;450000;4326;4326;0;Ottignies-Louvain-la-Neuve;1;Walloon Brabant;2;Wallonia
1350;2;644900;644900;2018;2018;50;Orp-Jauche;1;Walloon Brabant;2;Wallonia
1357;1;275000;275000;1033;1033;0;Helecine;1;Walloon Brabant;2;Wallonia
1370;2;545000;545000;2146;2146;50;Geldenaken;1;Walloon Brabant;2;Wallonia
1380;12;805000;905833;3504;3573;75;Lasne;1;Walloon Brabant;2;Wallonia
1390;1;425000;425000;3400;3400;0;Graven;1;Walloon Brabant;2;Wallonia
1400;4;257500;391250;2368;2572;25;Nijvel;1;Walloon Brabant;2;Wallonia
1410;6;512500;947333;3417;3391;33;Waterloo;1;Walloon Brabant;2;Wallonia
1420;9;454000;809666;3935;4056;33;Eigenbrakel;1;Walloon Brabant;2;Wallonia
1421;1;2950000;2950000;5983;5983;100;Eigenbrakel;1;Walloon Brabant;2;Wallonia
1430;3;239000;269666;1600;1767;0;Rebecq;1;Walloon Brabant;2;Wallonia
1440;2;342000;342000;2864;2864;0;Kasteelbrakel;1;Walloon Brabant;2;Wallonia
1460;3;235000;521333;2418;2992;33;Itter;1;Walloon Brabant;2;Wallonia
1461;1;179000;179000;2418;2418;0;Itter;1;Walloon Brabant;2;Wallonia
1470;5;345000;370000;2751;2392;0;Genappe;1;Walloon Brabant;2;Wallonia
1472;1;1295000;1295000;2670;2670;100;Genappe;1;Walloon Brabant;2;Wallonia
1480;3;271434;276357;2774;2918;0;Tubeke;1;Walloon Brabant;2;Wallonia
1490;2;269000;269000;3788;3788;0;Court-Saint-Etienne;1;Walloon Brabant;2;Wallonia
1495;1;280000;280000;2153;2153;0;Villers-la-Ville;1;Walloon Brabant;2;Wallonia
1500;82;349000;357342;2674;2640;7;Halle;3;Flemish Brabant;3;Flanders
1501;11;369000;394454;2570;2608;9;Halle;3;Flemish Brabant;3;Flanders
1502;13;295000;287846;2214;2252;7;Halle;3;Flemish Brabant;3;Flanders
1540;1;475000;475000;2083;2083;0;Pajottegem;3;Flemish Brabant;3;Flanders
1560;3;480000;416000;3266;3284;0;Hoeilaart;3;Flemish Brabant;3;Flanders
1600;62;449500;545125;2868;2743;19;Sint-Pieters-Leeuw;3;Flemish Brabant;3;Flanders
1601;15;435000;463333;2551;2600;13;Sint-Pieters-Leeuw;3;Flemish Brabant;3;Flanders
1602;9;445000;461777;2545;2702;33;Sint-Pieters-Leeuw;3;Flemish Brabant;3;Flanders
1640;6;845000;1033333;4107;3911;50;Sint-Genesius-Rode;3;Flemish Brabant;3;Flanders
1650;1;575000;575000;3833;3833;0;Beersel;3;Flemish Brabant;3;Flanders
1651;1;650000;650000;3611;3611;0;Beersel;3;Flemish Brabant;3;Flanders
1700;2;407000;407000;3462;3462;0;Dilbeek;3;Flemish Brabant;3;Flanders
1702;1;285000;285000;2244;2244;0;Dilbeek;3;Flemish Brabant;3;Flanders
1730;2;344000;344000;2113;2113;0;Asse;3;Flemish Brabant;3;Flanders
1731;3;290000;296333;2709;2830;0;Asse;3;Flemish Brabant;3;Flanders
1740;1;489000;489000;2080;2080;0;Ternat;3;Flemish Brabant;3;Flanders
1745;2;365000;365000;2765;2765;0;Opwijk;3;Flemish Brabant;3;Flanders
1750;2;337000;337000;3331;3331;0;Lennik;3;Flemish Brabant;3;Flanders
1760;1;479500;479500;4206;4206;0;Roosdaal;3;Flemish Brabant;3;Flanders
1761;1;479500;479500;4206;4206;0;Roosdaal;3;Flemish Brabant;3;Flanders
1770;1;325000;325000;2166;2166;0;Liedekerke;3;Flemish Brabant;3;Flanders
1780;3;595000;535000;3131;3157;0;Wemmel;3;Flemish Brabant;3;Flanders
1785;3;354000;346333;3640;3462;0;Merchtem;3;Flemish Brabant;3;Flanders
1790;2;325000;325000;1676;1676;0;Affligem;3;Flemish Brabant;3;Flanders
1800;69;379000;380150;2834;2815;4;Vilvoorde;3;Flemish Brabant;3;Flanders
1820;1;515000;515000;2575;2575;0;Steenokkerzeel;3;Flemish Brabant;3;Flanders
1830;3;299000;654333;4253;4376;33;Machelen;3;Flemish Brabant;3;Flanders
1840;1;695000;695000;2944;2944;0;Londerzeel;3;Flemish Brabant;3;Flanders
1850;31;450000;520465;2835;2616;19;Grimbergen;3;Flemish Brabant;3;Flanders
1851;6;669000;716333;3454;3350;33;Grimbergen;3;Flemish Brabant;3;Flanders
1853;30;292000;335513;2917;2955;3;Grimbergen;3;Flemish Brabant;3;Flanders
1860;2;589500;589500;2489;2489;50;Meise;3;Flemish Brabant;3;Flanders
1930;2;725000;725000;2786;2786;50;Zaventem;3;Flemish Brabant;3;Flanders
1932;1;275000;275000;3716;3716;0;Zaventem;3;Flemish Brabant;3;Flanders
1933;1;424000;424000;2465;2465;0;Zaventem;3;Flemish Brabant;3;Flanders
1950;3;1600000;1139666;2461;3263;66;Kraainem;3;Flemish Brabant;3;Flanders
1970;3;560000;773333;3500;4000;33;Wezembeek-Oppem;3;Flemish Brabant;3;Flanders
2000;121;399000;543102;4346;4496;14;Antwerpen;2;Antwerp;3;Flanders
2018;80;375000;428986;3700;3768;8;Antwerpen;2;Antwerp;3;Flanders
2020;34;275000;282323;2622;2746;0;Antwerpen;2;Antwerp;3;Flanders
2030;4;312000;311000;2431;2774;0;Antwerpen;2;Antwerp;3;Flanders
2040;3;393050;373366;935;1419;66;Antwerpen;2;Antwerp;3;Flanders
2050;41;299000;331768;2660;3112;2;Antwerpen;2;Antwerp;3;Flanders
2060;90;232000;302887;2895;2952;8;Antwerpen;2;Antwerp;3;Flanders
2070;2;295000;295000;2400;2400;0;Beveren-Kruibeke-Zwijndrecht;2;Antwerp;3;Flanders
2100;142;229000;248679;2369;2444;0;Antwerpen;2;Antwerp;3;Flanders
2140;77;239000;262855;2293;2543;0;Antwerpen;2;Antwerp;3;Flanders
2150;1;680000;680000;2982;2982;100;Antwerpen;2;Antwerp;3;Flanders
2160;1;425000;425000;1734;1734;0;Wommelgem;2;Antwerp;3;Flanders
2170;75;259000;280111;2453;2605;0;Antwerpen;2;Antwerp;3;Flanders
2180;31;335000;369098;2161;2225;9;Antwerpen;2;Antwerp;3;Flanders
2200;7;425000;431642;2975;2719;0;Herentals;2;Antwerp;3;Flanders
2220;63;394500;410918;2697;2685;6;Heist-op-den-Berg;2;Antwerp;3;Flanders
2221;13;305000;365076;2436;2370;15;Heist-op-den-Berg;2;Antwerp;3;Flanders
2222;27;437622;497235;2843;2790;18;Heist-op-den-Berg;2;Antwerp;3;Flanders
2223;17;504128;579474;2858;2806;29;Heist-op-den-Berg;2;Antwerp;3;Flanders
2230;4;165000;186000;2142;2471;0;Herselt;2;Antwerp;3;Flanders
2235;3;365000;366666;2967;2584;0;Hulshout;2;Antwerp;3;Flanders
2240;1;542979;542979;3085;3085;0;Zandhoven;2;Antwerp;3;Flanders
2250;2;419500;419500;2351;2351;0;Olen;2;Antwerp;3;Flanders
2260;1;315000;315000;1759;1759;0;Westerlo;2;Antwerp;3;Flanders
2275;1;365000;365000;2683;2683;0;Lille;2;Antwerp;3;Flanders
2280;1;1076000;1076000;1805;1805;100;Grobbendonk;2;Antwerp;3;Flanders
2290;1;245000;245000;3769;3769;0;Vorselaar;2;Antwerp;3;Flanders
2300;2;184500;184500;1733;1733;0;Turnhout;2;Antwerp;3;Flanders
2310;3;375000;357333;2364;2405;0;Rijkevorsel;2;Antwerp;3;Flanders
2320;2;389500;389500;3480;3480;0;Hoogstraten;2;Antwerp;3;Flanders
2400;3;359000;312666;1684;2126;0;Mol;2;Antwerp;3;Flanders
2440;9;320000;373777;2709;2605;0;Geel;2;Antwerp;3;Flanders
2460;1;375000;375000;2717;2717;0;Kasterlee;2;Antwerp;3;Flanders
2480;1;245000;245000;1701;1701;0;Dessel;2;Antwerp;3;Flanders
2490;3;358000;331666;2753;2524;0;Balen;2;Antwerp;3;Flanders
2500;114;325000;354317;3134;2917;3;Lier;2;Antwerp;3;Flanders
2520;1;359985;359985;3599;3599;0;Ranst;2;Antwerp;3;Flanders
2530;2;685223;685223;4432;4432;0;Boechout;2;Antwerp;3;Flanders
2547;1;498000;498000;2429;2429;0;Lint;2;Antwerp;3;Flanders
2550;1;379000;379000;3056;3056;0;Kontich;2;Antwerp;3;Flanders
2560;2;354500;354500;1973;1973;0;Nijlen;2;Antwerp;3;Flanders
2570;2;529000;529000;2090;2090;0;Duffel;2;Antwerp;3;Flanders
2580;17;369000;415433;3500;3353;5;Putte;2;Antwerp;3;Flanders
2600;34;327000;392632;3139;3208;5;Antwerpen;2;Antwerp;3;Flanders
2610;73;265000;317897;2707;2935;5;Antwerpen;2;Antwerp;3;Flanders
2620;1;389000;389000;4686;4686;0;Hemiksem;2;Antwerp;3;Flanders
2640;5;235000;363800;2460;2507;0;Mortsel;2;Antwerp;3;Flanders
2660;60;268500;303510;2562;2726;3;Antwerpen;2;Antwerp;3;Flanders
2800;127;349000;435446;2683;2878;9;Mechelen;2;Antwerp;3;Flanders
2801;4;574000;529250;3561;3487;0;Mechelen;2;Antwerp;3;Flanders
2811;7;575000;613285;2492;2714;42;Mechelen;2;Antwerp;3;Flanders
2812;10;477000;457200;3019;3027;0;Mechelen;2;Antwerp;3;Flanders
2820;5;618264;631299;3207;2784;40;Bonheiden;2;Antwerp;3;Flanders
2830;2;247000;247000;1819;1819;0;Willebroek;2;Antwerp;3;Flanders
2840;4;298100;292475;2868;2946;0;Rumst;2;Antwerp;3;Flanders
2845;1;325000;325000;2241;2241;0;Niel;2;Antwerp;3;Flanders
2850;4;411000;454500;2115;2115;25;Boom;2;Antwerp;3;Flanders
2860;3;429000;414000;3490;3234;0;Sint-Katelijne-Waver;2;Antwerp;3;Flanders
2861;1;474016;474016;2590;2590;0;Sint-Katelijne-Waver;2;Antwerp;3;Flanders
2870;1;395000;395000;2633;2633;0;Puurs-Sint-Amands;2;Antwerp;3;Flanders
2880;1;571979;571979;3249;3249;0;Bornem;2;Antwerp;3;Flanders
2890;1;625000;625000;2490;2490;0;Puurs-Sint-Amands;2;Antwerp;3;Flanders
2900;1;599000;599000;4909;4909;0;Schoten;2;Antwerp;3;Flanders
2930;1;429000;429000;2023;2023;0;Brasschaat;2;Antwerp;3;Flanders
2950;1;599018;599018;3237;3237;0;Kapellen;2;Antwerp;3;Flanders
2960;2;1109000;1109000;4096;4096;50;Brecht;2;Antwerp;3;Flanders
2970;2;506500;506500;3586;3586;0;Schilde;2;Antwerp;3;Flanders
2980;3;611918;580306;3315;3316;0;Zoersel;2;Antwerp;3;Flanders
3000;54;412000;505425;4351;5036;11;Leuven;3;Flemish Brabant;3;Flanders
3001;16;624000;603687;2813;3095;25;Leuven;3;Flemish Brabant;3;Flanders
3010;8;317000;571750;3267;3405;25;Leuven;3;Flemish Brabant;3;Flanders
3012;3;449000;498000;4009;3873;0;Leuven;3;Flemish Brabant;3;Flanders
3018;2;495000;495000;1743;1743;50;Leuven;3;Flemish Brabant;3;Flanders
3020;3;521700;536584;4701;4953;0;Herent;3;Flemish Brabant;3;Flanders
3040;2;667500;667500;3056;3056;50;Huldenberg;3;Flemish Brabant;3;Flanders
3050;2;760000;760000;2912;2912;100;Oud-Heverlee;3;Flemish Brabant;3;Flanders
3070;2;630000;630000;2558;2558;50;Kortenberg;3;Flemish Brabant;3;Flanders
3071;1;530000;530000;2038;2038;0;Kortenberg;3;Flemish Brabant;3;Flanders
3080;2;482500;482500;3003;3003;0;Tervuren;3;Flemish Brabant;3;Flanders
3090;3;740000;985000;3182;3252;33;Overijse;3;Flemish Brabant;3;Flanders
3118;1;250000;250000;3086;3086;0;Rotselaar;3;Flemish Brabant;3;Flanders
3120;2;485500;485500;2608;2608;0;Tremelo;3;Flemish Brabant;3;Flanders
3128;2;448500;448500;2356;2356;0;Tremelo;3;Flemish Brabant;3;Flanders
3140;3;395000;408333;2923;3488;0;Keerbergen;3;Flemish Brabant;3;Flanders
3200;4;326500;329250;2898;2843;0;Aarschot;3;Flemish Brabant;3;Flanders
3210;1;1395000;1395000;4911;4911;100;Lubbeek;3;Flemish Brabant;3;Flanders
3300;11;335000;413636;1609;1961;27;Tienen;3;Flemish Brabant;3;Flanders
3400;1;320000;320000;978;978;0;Landen;3;Flemish Brabant;3;Flanders
3401;1;485000;485000;1971;1971;0;Landen;3;Flemish Brabant;3;Flanders
3450;1;389000;389000;1314;1314;0;Geetbets;3;Flemish Brabant;3;Flanders
3500;76;387000;411794;2599;2882;5;Hasselt;9;Limburg;3;Flanders
3510;2;572000;572000;2409;2409;50;Hasselt;9;Limburg;3;Flanders
3511;5;395000;397600;2334;2529;0;Hasselt;9;Limburg;3;Flanders
3512;1;505000;505000;2790;2790;0;Hasselt;9;Limburg;3;Flanders
3520;1;349000;349000;2406;2406;0;Zonhoven;9;Limburg;3;Flanders
3530;3;299000;344333;1370;1387;0;Houthalen-Helchteren;9;Limburg;3;Flanders
3550;5;354750;398450;2750;2697;0;Heusden-Zolder;9;Limburg;3;Flanders
3560;3;289000;329333;1824;2328;0;Lummen;9;Limburg;3;Flanders
3580;69;345000;388853;2144;2264;13;Beringen;9;Limburg;3;Flanders
3581;11;329000;356859;1818;1941;0;Beringen;9;Limburg;3;Flanders
3582;37;330500;401958;2525;2612;8;Beringen;9;Limburg;3;Flanders
3583;16;314000;333500;2061;1959;6;Beringen;9;Limburg;3;Flanders
3590;1;299000;299000;1573;1573;0;Diepenbeek;9;Limburg;3;Flanders
3600;1;410000;410000;1774;1774;0;Genk;9;Limburg;3;Flanders
3630;3;225000;414666;1730;1859;33;Maasmechelen;9;Limburg;3;Flanders
3650;1;265000;265000;1394;1394;0;Dilsen-Stokkem;9;Limburg;3;Flanders
3670;1;495000;495000;1219;1219;100;Oudsbergen;9;Limburg;3;Flanders
