url,property_id,price,rooms,area,state,facades_number,is_furnished,has_terrace,has_garden,has_swimming_pool,has_equipped_kitchen,build_year,cellar,garage,kitchen_type,kitchen_surface,water_softener,bathrooms,low_energy,solar_panels,heating_type,heat_pump,air_conditioning,alarm,parking_places_outdoor,garden_surface,garden_orientation,terrace_surface,terrace_orientation,land_surface,sewer_connection,running_water,rain_water_tank,primary_energy_consumption,co2,certification_electrical_installation,certification_gasoil_tank,planning_permission_granted,preemption_right,flooding_area_type,demarcated_flooding_area,surroundings_protected,opportunity_for_professional,availability,wash_room,parking_places_indoor,leased,living_room_surface,attic,glazing_type,elevator,entry_phone,security_door,access_disabled,apartement_floor,front_facade_orientation,number_floors,toilets,diningrooms,frontage_width,terrain_width_roadside,g_score,p_score,cadastral_income,vat,maintenance_cost
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42030,vbd42030,None,2,83.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,34.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42031,vbd42031,None,2,87.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42034,vbd42034,None,2,90.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42032,vbd42032,None,2,93.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42027,vbd42027,None,2,91.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42025,vbd42025,None,2,94.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,6,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42018,vbd42018,None,2,91.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,4,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42017,vbd42017,None,2,87.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,5,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42022,vbd42022,None,2,83.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,4,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42015,vbd42015,None,2,91.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,5,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42020,vbd42020,None,2,93.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,33.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,5,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42016,vbd42016,None,2,90.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,5,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42014,vbd42014,None,2,87.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,4,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42012,vbd42012,None,2,90.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,4,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42010,vbd42010,None,2,93.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,4,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41999,vbd41999,None,2,93.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,56.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42007,vbd42007,None,2,89.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,6,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42006,vbd42006,None,2,95.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42001,vbd42001,None,2,112.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,33.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,6,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41980,vbd41980,None,2,93.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41982,vbd41982,None,2,87.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41993,vbd41993,None,2,83.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41981,vbd41981,None,2,90.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41987,vbd41987,None,2,87.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41997,vbd41997,None,2,90.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41991,vbd41991,None,2,87.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,56.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42003,vbd42003,None,3,127.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,5,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42005,vbd42005,None,2,112.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,42.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,7,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41990,vbd41990,None,2,93.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,33.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41986,vbd41986,None,2,90.0,None,None,None,1,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41979,vbd41979,None,2,83.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,34.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbt02722,rbt02722,219000,1,83.0,Excellent,2,None,1,None,None,None,2022,None,None,None,9.0,None,1,None,None,Gas,None,None,None,None,None,None,11.0,None,None,Yes,Yes,None,112.0,1766,"yes, certificate in accordance",None,None,None,no flooding area,(information not available),None,None,On contract,None,None,Yes,31.0,None,Double glass,1,Yes,None,None,None,None,3,1,None,7 m,7 m,None,None,None,: No,None
https://immovlan.be/en/detail/studio/for-sale/5000/namur/vbd42000,vbd42000,None,None,48.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,59.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbt02723,rbt02723,249000,1,81.0,Excellent,2,None,1,None,None,None,2022,None,None,None,9.0,None,1,None,None,Gas,None,None,None,None,None,None,11.0,0,None,Yes,Yes,None,112.0,1766,"yes, certificate in accordance",None,None,None,no flooding area,(information not available),None,None,On contract,None,None,Yes,31.0,None,Double glass,1,Yes,None,None,None,None,3,1,None,7 m,7 m,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbt02721,rbt02721,249000,1,82.0,Excellent,2,None,1,None,None,None,2022,None,None,None,9.0,None,1,None,None,Gas,None,None,None,None,None,None,11.0,None,None,Yes,Yes,None,133.0,2049,None,None,None,None,no flooding area,(information not available),None,None,On contract,None,None,Yes,31.0,None,Double glass,1,Yes,None,None,None,None,3,1,None,7 m,7 m,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbu41545,rbu41545,199000,1,83.0,Excellent,2,None,1,1,None,None,2022,None,None,None,9.0,None,1,None,None,Gas,None,None,None,None,None,None,11.0,None,None,Yes,Yes,None,112.0,1766,"yes, certificate in accordance",None,None,None,no flooding area,(information not available),None,None,On contract,None,None,Yes,31.0,None,Double glass,1,Yes,None,None,2,None,3,1,None,7 m,7 m,None,None,None,: No,None
https://immovlan.be/en/detail/studio/for-sale/5000/namur/vbd42033,vbd42033,None,None,49.0,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,59.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/9800/deinze/rbu42291,rbu42291,326200,2,102.0,None,None,None,1,1,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,9.0,None,None,None,None,None,None,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbt02725,rbt02725,254000,1,83.0,Excellent,2,None,1,None,None,None,2022,None,None,None,9.0,None,1,None,None,Gas,None,None,None,None,None,None,11.0,None,None,Yes,Yes,None,145.0,None,"yes, certificate in accordance",None,None,None,no flooding area,(information not available),None,None,On contract,None,None,No,31.0,None,Double glass,1,Yes,None,None,3,None,3,1,None,7 m,7 m,None,None,None,None,None
https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbt02724,rbt02724,220000,1,81.0,Excellent,2,None,1,None,None,None,2022,None,None,None,9.0,None,1,None,None,Gas,None,None,None,None,None,None,11.0,0,None,Yes,Yes,None,122.0,1946,"yes, certificate in accordance",None,None,None,no flooding area,(information not available),None,None,On contract,None,None,No,31.0,None,Double glass,1,Yes,None,None,2,None,3,1,None,7 m,7 m,None,None,None,None,None
https://immovlan.be/en/detail/apartment/for-sale/9800/deinze/rbu42293,rbu42293,301200,1,89.0,None,None,None,1,0,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,9.0,None,None,None,None,None,None,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/9800/deinze/rbu42296,rbu42296,391200,2,103.0,None,None,None,1,0,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,10.0,None,None,None,None,None,None,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu42300,rbu42300,582000,3,186.0,None,None,None,1,1,None,None,None,None,1,None,None,None,1,None,None,None,None,None,None,None,93.0,None,12.0,None,None,None,None,None,None,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,Yes,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu42298,rbu42298,521200,3,175.0,None,None,None,1,1,None,None,None,None,1,None,None,None,1,None,None,None,None,None,None,None,53.0,None,12.0,None,None,None,None,None,None,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,Yes,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/9800/deinze/rbu42292,rbu42292,429700,3,117.0,None,None,None,1,0,None,None,None,None,1,None,None,None,1,None,None,None,None,None,None,None,None,None,10.0,None,None,None,None,None,None,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36780,vbd36780,156000,1,56.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,1,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36776,vbd36776,149000,1,56.0,New,2,None,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,0,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu42299,rbu42299,574500,3,184.0,None,None,None,1,1,None,None,None,None,1,None,None,None,1,None,None,None,None,None,None,None,117.0,None,12.0,None,None,None,None,None,None,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,Yes,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/9800/deinze/rbu42294,rbu42294,416200,2,110.0,None,None,None,1,1,None,None,None,None,1,None,None,None,1,None,None,None,None,None,None,None,112.0,None,10.0,None,None,None,None,None,None,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu42297,rbu42297,526200,3,193.0,None,None,None,1,1,None,None,None,None,1,None,None,None,1,None,None,None,None,None,None,None,117.0,None,12.0,None,None,None,None,None,None,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,Yes,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36781,vbd36781,158000,1,55.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,1,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36784,vbd36784,160000,1,56.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,2,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36785,vbd36785,164000,1,55.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,2,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36775,vbd36775,215000,2,86.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,0,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36777,vbd36777,158000,1,55.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,0,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36791,vbd36791,178000,1,66.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,4,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36794,vbd36794,180000,1,66.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,5,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36787,vbd36787,176000,1,66.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,3,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbc83687,vbc83687,225000,2,88.0,New,2,None,1,0,None,Super equipped,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,2,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36778,vbd36778,219000,2,88.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,0,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36779,vbd36779,218000,2,86.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,1,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36788,vbd36788,226000,2,86.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,4,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36782,vbd36782,222000,2,88.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,1,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36786,vbd36786,325000,3,135.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,3,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36792,vbd36792,228000,2,86.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,5,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36789,vbd36789,328000,3,135.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,4,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbc83688,vbc83688,225000,2,86.0,New,2,None,1,0,None,Super equipped,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,3,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36793,vbd36793,330000,3,135.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,5,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36783,vbd36783,221000,2,86.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,1,Yes,Yes,None,2,None,5,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36830,vbd36830,167000,1,55.0,New,2,None,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,0,Yes,Yes,None,1,None,4,None,None,None,None,None,None,None,: No,None
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36826,vbd36826,171000,1,55.0,New,2,None,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10.0,None,None,None,None,None,100.0,None,None,None,None,None,(information not available),(information not available),None,None,None,None,None,No,None,None,None,0,Yes,Yes,None,0,None,4,None,None,None,None,None,None,None,: No,None
